gender,situation,tea,coffee,height,weight,age,meat,fish,raw_fruit,cooked_fruit_veg,chocol,fat,meat_label,fish_label,raw_fruit_label,cooked_fruit_veg_label,chocol_label,gender_label,situation_label,fat_label
2,1,0,2,163.0,72.0,72,5,3,5,5,0,3,Everyday,2-3 times a week,Everyday,Everyday,Never,Female,Single,Peanut oil
2,2,0,1,152.0,53.0,78,3,2,5,5,3,4,2-3 times a week,Once a week,Everyday,Everyday,2-3 times a week,Female,Living with spouse,Sunflower oil
2,1,0,1,163.0,62.0,68,3,3,3,5,0,6,2-3 times a week,2-3 times a week,2-3 times a week,Everyday,Never,Female,Single,Mix of vegetable oils (eg. Isio4)
2,1,3,1,170.0,61.0,83,1,5,5,5,5,5,Less than once a week,Everyday,Everyday,Everyday,Everyday,Female,Single,Olive oil
1,2,0,1,182.0,74.0,75,3,3,5,4,2,6,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Once a week,Male,Living with spouse,Mix of vegetable oils (eg. Isio4)
2,2,2,1,163.0,68.0,70,3,3,5,4,2,6,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Once a week,Female,Living with spouse,Mix of vegetable oils (eg. Isio4)
1,2,0,2,170.0,75.0,74,3,3,5,4,1,2,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Less than once a week,Male,Living with spouse,Margarine
2,2,6,0,158.0,62.0,75,3,3,5,4,0,2,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Never,Female,Living with spouse,Margarine
1,2,0,2,182.0,90.0,66,5,2,5,3,1,5,Everyday,Once a week,Everyday,2-3 times a week,Less than once a week,Male,Living with spouse,Olive oil
2,3,1,0,164.0,64.0,77,5,3,5,5,4,5,Everyday,2-3 times a week,Everyday,Everyday,4-6 times a week,Female,Living with familty,Olive oil
2,1,0,2,156.0,68.0,72,3,3,5,3,1,1,2-3 times a week,2-3 times a week,Everyday,2-3 times a week,Less than once a week,Female,Single,Butter
1,2,0,2,172.0,91.0,73,2,4,5,4,1,5,Once a week,4-6 times a week,Everyday,4-6 times a week,Less than once a week,Male,Living with spouse,Olive oil
1,2,0,2,162.0,75.0,65,4,2,4,5,1,3,4-6 times a week,Once a week,4-6 times a week,Everyday,Less than once a week,Male,Living with spouse,Peanut oil
2,2,0,1,150.0,48.0,73,5,3,5,5,5,4,Everyday,2-3 times a week,Everyday,Everyday,Everyday,Female,Living with spouse,Sunflower oil
2,1,2,1,160.0,65.0,81,4,3,4,5,4,3,4-6 times a week,2-3 times a week,4-6 times a week,Everyday,4-6 times a week,Female,Single,Peanut oil
2,1,0,2,152.0,54.0,69,3,3,5,3,4,2,2-3 times a week,2-3 times a week,Everyday,2-3 times a week,4-6 times a week,Female,Single,Margarine
1,1,0,2,165.0,54.0,70,3,3,5,2,1,2,2-3 times a week,2-3 times a week,Everyday,Once a week,Less than once a week,Male,Single,Margarine
2,2,0,3,155.0,63.0,71,4,3,5,5,0,4,4-6 times a week,2-3 times a week,Everyday,Everyday,Never,Female,Living with spouse,Sunflower oil
1,2,0,2,168.0,67.0,73,4,3,5,5,0,4,4-6 times a week,2-3 times a week,Everyday,Everyday,Never,Male,Living with spouse,Sunflower oil
2,3,0,1,154.0,63.0,74,5,2,5,5,0,6,Everyday,Once a week,Everyday,Everyday,Never,Female,Living with familty,Mix of vegetable oils (eg. Isio4)
1,2,0,0,176.0,74.0,72,3,3,5,3,3,1,2-3 times a week,2-3 times a week,Everyday,2-3 times a week,2-3 times a week,Male,Living with spouse,Butter
2,1,3,1,154.0,53.0,71,3,1,3,1,4,3,2-3 times a week,Less than once a week,2-3 times a week,Less than once a week,4-6 times a week,Female,Single,Peanut oil
1,1,0,2,168.0,67.0,69,3,3,5,5,1,3,2-3 times a week,2-3 times a week,Everyday,Everyday,Less than once a week,Male,Single,Peanut oil
2,2,0,1,163.0,61.0,66,2,2,5,3,4,6,Once a week,Once a week,Everyday,2-3 times a week,4-6 times a week,Female,Living with spouse,Mix of vegetable oils (eg. Isio4)
1,2,0,1,177.0,80.0,74,2,2,5,3,4,6,Once a week,Once a week,Everyday,2-3 times a week,4-6 times a week,Male,Living with spouse,Mix of vegetable oils (eg. Isio4)
1,2,4,2,168.0,73.0,67,2,4,5,3,0,5,Once a week,4-6 times a week,Everyday,2-3 times a week,Never,Male,Living with spouse,Olive oil
2,1,0,2,171.0,65.0,76,3,3,5,5,5,5,2-3 times a week,2-3 times a week,Everyday,Everyday,Everyday,Female,Single,Olive oil
2,1,5,1,160.0,62.0,84,3,3,4,5,5,2,2-3 times a week,2-3 times a week,4-6 times a week,Everyday,Everyday,Female,Single,Margarine
2,1,0,3,168.0,64.0,84,3,3,5,3,5,5,2-3 times a week,2-3 times a week,Everyday,2-3 times a week,Everyday,Female,Single,Olive oil
2,1,2,2,160.0,48.0,78,5,3,5,5,3,4,Everyday,2-3 times a week,Everyday,Everyday,2-3 times a week,Female,Single,Sunflower oil
1,2,4,1,177.0,67.0,76,4,5,1,5,0,3,4-6 times a week,Everyday,Less than once a week,Everyday,Never,Male,Living with spouse,Peanut oil
2,3,0,2,160.0,80.0,71,3,3,4,4,1,2,2-3 times a week,2-3 times a week,4-6 times a week,4-6 times a week,Less than once a week,Female,Living with familty,Margarine
1,2,0,3,165.0,76.0,80,5,1,5,5,1,5,Everyday,Less than once a week,Everyday,Everyday,Less than once a week,Male,Living with spouse,Olive oil
2,2,1,0,157.0,80.0,79,5,1,5,5,1,4,Everyday,Less than once a week,Everyday,Everyday,Less than once a week,Female,Living with spouse,Sunflower oil
1,2,0,1,176.0,73.0,66,4,3,5,5,1,5,4-6 times a week,2-3 times a week,Everyday,Everyday,Less than once a week,Male,Living with spouse,Olive oil
2,2,0,1,151.0,48.0,66,4,3,4,5,5,5,4-6 times a week,2-3 times a week,4-6 times a week,Everyday,Everyday,Female,Living with spouse,Olive oil
2,2,0,5,153.0,53.0,69,4,3,5,5,1,5,4-6 times a week,2-3 times a week,Everyday,Everyday,Less than once a week,Female,Living with spouse,Olive oil
2,2,2,0,165.0,64.0,75,4,3,5,4,5,5,4-6 times a week,2-3 times a week,Everyday,4-6 times a week,Everyday,Female,Living with spouse,Olive oil
1,2,0,0,171.0,85.0,73,4,3,5,4,1,5,4-6 times a week,2-3 times a week,Everyday,4-6 times a week,Less than once a week,Male,Living with spouse,Olive oil
1,2,0,5,167.0,76.0,82,3,3,5,4,5,6,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Everyday,Male,Living with spouse,Mix of vegetable oils (eg. Isio4)
2,2,2,1,157.0,58.0,77,3,3,5,4,5,6,2-3 times a week,2-3 times a week,Everyday,4-6 times a week,Everyday,Female,Living with spouse,Mix of vegetable oils (eg. Isio4)
2,1,0,1,160.0,73.0,74,4,3,5,5,1,6,4-6 times a week,2-3 times a week,Everyday,Everyday,Less than once a week,Female,Single,Mix of vegetable oils (eg. Isio4)
2,2,0,3,163.0,62.0,68,4,3,4,4,1,3,4-6 times a week,2-3 times a week,4-6 times a week,4-6 times a week,Less than once a week,Female,Living with spouse,Peanut oil
1,2,0,2,170.0,74.0,71,4,3,4,4,1,3,4-6 times a week,2-3 times a week,4-6 times a week,4-6 times a week,Less than once a week,Male,Living with spouse,Peanut oil
2,1,0,2,154.0,45.0,77,4,3,3,5,3,5,4-6 times a week,2-3 times a week,2-3 times a week,Everyday,2-3 times a week,Female,Single,Olive oil
2,2,2,0,159.0,63.0,69,3,3,5,5,1,4,2-3 times a week,2-3 times a week,Everyday,Everyday,Less than once a week,Female,Living with spouse,Sunflower oil
